year,month,id,name,waterbody,identifier,Lat,Long,type,turbidity,SAL,WT
2018,7,TF0030,Odin,Open Baltic,7_2018,54.7232,12.7828,Sea,,10.8954681818182,
2018,7,TF0040,Odin,Open Baltic,7_2018,54.4882,12.0678,Sea,,8.20586666666667,
2018,7,TF0041,Odin,Open Baltic,7_2018,54.4068,12.0594,Sea,,12.8446052631579,
2018,7,TF0046,Odin,Open Baltic,7_2018,54.4698,12.2404,Sea,,16.3699285714286,
2018,7,TF0069,Odin,Open Baltic,7_2018,54.999,13.2997,Sea,,10.3669311111111,
2018,7,TF0102,Odin,Open Baltic,7_2018,55.1556,13.9426,Sea,,8.65372045454546,
2018,7,TF0103,Odin,Open Baltic,7_2018,55.0636,13.9878,Sea,,9.82619111111111,
2018,7,TF0104,Odin,Open Baltic,7_2018,55.0683,13.8127,Sea,,10.3169333333333,
2018,7,TF0105,Odin,Open Baltic,7_2018,55.025,13.6064,Sea,,9.44347045454546,
2018,7,TF0109,Odin,Open Baltic,7_2018,54.9996,14.0824,Sea,,9.92738723404255,
2018,7,TF0111,Odin,Open Baltic,7_2018,54.8903,13.9698,Sea,,9.35508837209302,
2018,7,TF0112,Odin,Open Baltic,7_2018,54.8034,13.958,Sea,,8.62001025641026,
2018,7,TF0113,Odin,Open Baltic,7_2018,54.9243,13.5013,Sea,,9.63957428571429,
2018,7,TF0113,Odin,Open Baltic,7_2018,54.9252,13.4999,Sea,,9.63957428571429,
2018,7,TF0114,Odin,Open Baltic,7_2018,54.8608,13.2765,Sea,,9.69144090909091,
