"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	4	162.6	1415.5	357.2	-6.2053548	1316.815097
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	4	162.6	1415.5	357.2	-5.6039486	1356.019543
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	4	162.6	1415.5	357.2	-4.0519326	1395.223996
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	5	182.7	1598.2	357.2	-4.7212395	1434.428458
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	5	182.7	1598.2	357.2	-6.7485604	1473.632926
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	5	182.7	1598.2	357.2	-6.2635554	1512.223528
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	5	182.7	1598.2	357.2	-5.0898433	1551.428052
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	5	182.7	1598.2	357.2	-4.1489336	1590.632579
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	6	165.8	1764	357.2	-6.8552615	1629.837108
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	6	165.8	1764	357.2	-4.6242385	1669.041641
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	6	165.8	1764	357.2	-4.9540419	1708.246177
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	6	165.8	1764	357.2	-4.8764411	1747.450715
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.3305664	0
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.1074641	41.88078318
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.9610729	83.76156637
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.0395634	125.6423495
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.3596667	167.5231327
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-6.1665544	209.4039159
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-6.8746617	251.2846991
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.2141652	293.1654823
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-7.0686637	335.0462655
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-6.612759	376.9270486
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-5.8755514	418.8078318
"BH-01814"	780	3600	"m"	"KB"	"26.2.2020"	6	2014	1	482	482	120.7	-5.5942485	460.688615
