PN-Stellennr.	PN-Stellenbezeichnung	Probenahmedatum	Tiefeninformation	Parameter	Endergebnis	Einheit
111032085	P20	15.12.2021 08:00		Wolken	100	%
111032085	P20	15.12.2021 08:00		Luftdruck	1023	mbar
111032085	P20	15.12.2021 08:00		Wellenhöhe	0.1	m
111032085	P20	15.12.2021 08:00		Eisbedeckung	0	%
111032085	P20	15.12.2021 08:00		Lufttemperatur	7.5	°C
111032085	P20	15.12.2021 08:00		Windstärke	2	m/s
111032085	P20	15.12.2021 08:00		Windrichtung	270	°
111030108	AW1	15.12.2021 08:00		Uhrzeit	11:35	Uhr
111030108	AW1	15.12.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	15.12.2021 08:00		Wolken	100	%
111030108	AW1	15.12.2021 08:00		Luftdruck	1024	mbar
111030108	AW1	15.12.2021 08:00		Wellenhöhe	0.2	m
111030108	AW1	15.12.2021 08:00		Eisbedeckung	0	%
111030108	AW1	15.12.2021 08:00		Lufttemperatur	7.2	°C
111030108	AW1	15.12.2021 08:00		Windstärke	2	m/s
111030108	AW1	15.12.2021 08:00		Windrichtung	270	°
111034806	P48	17.11.2021 08:00		Eisbedeckung	0	%
111034806	P48	17.11.2021 08:00		Luftdruck	1014	mbar
111034806	P48	17.11.2021 08:00		Lufttemperatur	4.5	°C
111034806	P48	17.11.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	17.11.2021 08:00		Uhrzeit	11:55	Uhr
111034806	P48	17.11.2021 08:00		Wellenhöhe	0.4	m
111034806	P48	17.11.2021 08:00		Windrichtung	220	°
111034806	P48	17.11.2021 08:00		Windstärke	6	m/s
111034806	P48	17.11.2021 08:00		Wolken	100	%
111034208	P42	17.11.2021 08:00	Grundnähe	Uhrzeit	13:32	Uhr
111034208	P42	17.11.2021 08:00	Grundnähe	Probenahmetiefe	5.5	m
111034208	P42	17.11.2021 08:00		Eisbedeckung	0	%
111034208	P42	17.11.2021 08:00		Luftdruck	1012	mbar
111034208	P42	17.11.2021 08:00		Lufttemperatur	4.8	°C
111034208	P42	17.11.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	17.11.2021 08:00		Uhrzeit	13:30	Uhr
111034208	P42	17.11.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	17.11.2021 08:00		Windrichtung	220	°
111034208	P42	17.11.2021 08:00		Windstärke	3	m/s
111034208	P42	17.11.2021 08:00		Wolken	100	%
111032085	P20	17.11.2021 08:00	Grundnähe	Uhrzeit	15:10	Uhr
111032085	P20	17.11.2021 08:00	Grundnähe	Probenahmetiefe	5	m
111032085	P20	17.11.2021 08:00		Eisbedeckung	0	%
111032085	P20	17.11.2021 08:00		Luftdruck	1012	mbar
111032085	P20	17.11.2021 08:00		Lufttemperatur	4.6	°C
111032085	P20	17.11.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	17.11.2021 08:00		Uhrzeit	15:00	Uhr
111032085	P20	17.11.2021 08:00		Wellenhöhe	0.2	m
111032085	P20	17.11.2021 08:00		Windrichtung	215	°
111032085	P20	17.11.2021 08:00		Windstärke	4	m/s
111032085	P20	17.11.2021 08:00		Wolken	100	%
111030108	AW1	17.11.2021 08:00		Eisbedeckung	0	%
111030108	AW1	17.11.2021 08:00		Luftdruck	1014	mbar
111030108	AW1	17.11.2021 08:00		Lufttemperatur	4.1	°C
111030108	AW1	17.11.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	17.11.2021 08:00		Uhrzeit	11:20	Uhr
111030108	AW1	17.11.2021 08:00		Wellenhöhe	0.5	m
111030108	AW1	17.11.2021 08:00		Windrichtung	220	°
111030108	AW1	17.11.2021 08:00		Windstärke	7	m/s
111030108	AW1	17.11.2021 08:00		Wolken	100	%
111034806	P48	26.10.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	26.10.2021 08:00		Wolken	60	%
111034806	P48	26.10.2021 08:00		Luftdruck	1015	mbar
111034806	P48	26.10.2021 08:00		Wellenhöhe	0.1	m
111034806	P48	26.10.2021 08:00		Eisbedeckung	0	%
111034806	P48	26.10.2021 08:00		Lufttemperatur	11.8	°C
111034806	P48	26.10.2021 08:00		Windstärke	5	m/s
111034806	P48	26.10.2021 08:00		Windrichtung	180	°
111034806	P48	26.10.2021 08:00		Uhrzeit	13:40	Uhr
111034208	P42	26.10.2021 08:00	Grundnähe	Uhrzeit	15:42	Uhr
111034208	P42	26.10.2021 08:00	Grundnähe	Probenahmetiefe	4.5	m
111034208	P42	26.10.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	26.10.2021 08:00		Wolken	60	%
111034208	P42	26.10.2021 08:00		Luftdruck	1015	mbar
111034208	P42	26.10.2021 08:00		Wellenhöhe	0.2	m
111034208	P42	26.10.2021 08:00		Eisbedeckung	0	%
111034208	P42	26.10.2021 08:00		Lufttemperatur	11.4	°C
111034208	P42	26.10.2021 08:00		Windstärke	3	m/s
111034208	P42	26.10.2021 08:00		Windrichtung	185	°
111034208	P42	26.10.2021 08:00		Uhrzeit	15:33	Uhr
111032085	P20	26.10.2021 08:00	Grundnähe	Uhrzeit	17:00	Uhr
111032085	P20	26.10.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	26.10.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	26.10.2021 08:00		Wolken	75	%
111032085	P20	26.10.2021 08:00		Luftdruck	1015	mbar
111032085	P20	26.10.2021 08:00		Wellenhöhe	0.2	m
111032085	P20	26.10.2021 08:00		Eisbedeckung	0	%
111032085	P20	26.10.2021 08:00		Lufttemperatur	11	°C
111032085	P20	26.10.2021 08:00		Windstärke	3	m/s
111032085	P20	26.10.2021 08:00		Windrichtung	190	°
111032085	P20	26.10.2021 08:00		Uhrzeit	16:50	Uhr
111030108	AW1	26.10.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	26.10.2021 08:00		Wolken	70	%
111030108	AW1	26.10.2021 08:00		Luftdruck	1015	mbar
111030108	AW1	26.10.2021 08:00		Wellenhöhe	0.2	m
111030108	AW1	26.10.2021 08:00		Eisbedeckung	0	%
111030108	AW1	26.10.2021 08:00		Lufttemperatur	12.1	°C
111030108	AW1	26.10.2021 08:00		Windstärke	5	m/s
111030108	AW1	26.10.2021 08:00		Windrichtung	180	°
111030108	AW1	26.10.2021 08:00		Uhrzeit	14:25	Uhr
111034806	P48	14.09.2021 08:00		Uhrzeit	13:30	Uhr
111034806	P48	14.09.2021 08:00		Probenahmetiefe	1	m
111034806	P48	14.09.2021 08:00		Wolken	100	%
111034806	P48	14.09.2021 08:00		Luftdruck	1018	mbar
111034806	P48	14.09.2021 08:00		Wellenhöhe	0.1	m
111034806	P48	14.09.2021 08:00		Eisbedeckung	0	%
111034806	P48	14.09.2021 08:00		Lufttemperatur	18.2	°C
111034806	P48	14.09.2021 08:00		Windstärke	2	m/s
111034806	P48	14.09.2021 08:00		Windrichtung	133	°
111034208	P42	14.09.2021 08:00	Grundnähe	Uhrzeit	15:05	Uhr
111034208	P42	14.09.2021 08:00	Grundnähe	Probenahmetiefe	5	m
111034208	P42	14.09.2021 08:00		Uhrzeit	15:00	Uhr
111034208	P42	14.09.2021 08:00		Probenahmetiefe	1	m
111034208	P42	14.09.2021 08:00		Wolken	100	%
111034208	P42	14.09.2021 08:00		Luftdruck	1017	mbar
111034208	P42	14.09.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	14.09.2021 08:00		Eisbedeckung	0	%
111034208	P42	14.09.2021 08:00		Lufttemperatur	17.1	°C
111034208	P42	14.09.2021 08:00		Windstärke	1	m/s
111034208	P42	14.09.2021 08:00		Windrichtung	50	°
111032085	P20	14.09.2021 08:00	Grundnähe	Uhrzeit	16:05	Uhr
111032085	P20	14.09.2021 08:00	Grundnähe	Probenahmetiefe	8.5	m
111032085	P20	14.09.2021 08:00		Uhrzeit	16:00	Uhr
111032085	P20	14.09.2021 08:00		Probenahmetiefe	1	m
111032085	P20	14.09.2021 08:00		Wolken	80	%
111032085	P20	14.09.2021 08:00		Luftdruck	1017	mbar
111032085	P20	14.09.2021 08:00		Wellenhöhe	0.1	m
111032085	P20	14.09.2021 08:00		Eisbedeckung	0	%
111032085	P20	14.09.2021 08:00		Lufttemperatur	17.5	°C
111032085	P20	14.09.2021 08:00		Windstärke	2	m/s
111032085	P20	14.09.2021 08:00		Windrichtung	53	°
111030108	AW1	14.09.2021 08:00		Uhrzeit	13:15	Uhr
111030108	AW1	14.09.2021 08:00		Probenahmetiefe	1	m
111030108	AW1	14.09.2021 08:00		Wolken	100	%
111030108	AW1	14.09.2021 08:00		Luftdruck	1018	mbar
111030108	AW1	14.09.2021 08:00		Wellenhöhe	0.1	m
111030108	AW1	14.09.2021 08:00		Eisbedeckung	0	%
111030108	AW1	14.09.2021 08:00		Lufttemperatur	18.1	°C
111030108	AW1	14.09.2021 08:00		Windstärke	2	m/s
111030108	AW1	14.09.2021 08:00		Windrichtung	133	°
111034806	P48	24.08.2021 08:00		Luftdruck	1028	mbar
111034806	P48	24.08.2021 08:00		Lufttemperatur	18	°C
111034806	P48	24.08.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	24.08.2021 08:00		Uhrzeit	12:20	Uhr
111034806	P48	24.08.2021 08:00		Wellenhöhe	0.3	m
111034806	P48	24.08.2021 08:00		Windrichtung	45	°
111034806	P48	24.08.2021 08:00		Windstärke	7	m/s
111034806	P48	24.08.2021 08:00		Wolken	60	%
111034806	P48	24.08.2021 08:00		Eisbedeckung	0	%
111034208	P42	24.08.2021 08:00	Grundnähe	Uhrzeit	14:15	Uhr
111034208	P42	24.08.2021 08:00	Grundnähe	Probenahmetiefe	7	m
111034208	P42	24.08.2021 08:00		Eisbedeckung	0	%
111034208	P42	24.08.2021 08:00		Luftdruck	1028	mbar
111034208	P42	24.08.2021 08:00		Lufttemperatur	19.3	°C
111034208	P42	24.08.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	24.08.2021 08:00		Uhrzeit	14:10	Uhr
111034208	P42	24.08.2021 08:00		Wellenhöhe	0.2	m
111034208	P42	24.08.2021 08:00		Windrichtung	45	°
111034208	P42	24.08.2021 08:00		Windstärke	7	m/s
111034208	P42	24.08.2021 08:00		Wolken	40	%
111032085	P20	24.08.2021 08:00	Grundnähe	Uhrzeit	15:20	Uhr
111032085	P20	24.08.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	24.08.2021 08:00		Eisbedeckung	0	%
111032085	P20	24.08.2021 08:00		Luftdruck	1028	mbar
111032085	P20	24.08.2021 08:00		Lufttemperatur	20.1	°C
111032085	P20	24.08.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	24.08.2021 08:00		Uhrzeit	15:15	Uhr
111032085	P20	24.08.2021 08:00		Wellenhöhe	0.2	m
111032085	P20	24.08.2021 08:00		Windrichtung	45	°
111032085	P20	24.08.2021 08:00		Windstärke	6	m/s
111032085	P20	24.08.2021 08:00		Wolken	30	%
111030108	AW1	24.08.2021 08:00		Luftdruck	1028	mbar
111030108	AW1	24.08.2021 08:00		Lufttemperatur	18.1	°C
111030108	AW1	24.08.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	24.08.2021 08:00		Uhrzeit	12:50	Uhr
111030108	AW1	24.08.2021 08:00		Wellenhöhe	0.3	m
111030108	AW1	24.08.2021 08:00		Windrichtung	45	°
111030108	AW1	24.08.2021 08:00		Windstärke	6	m/s
111030108	AW1	24.08.2021 08:00		Wolken	60	%
111030108	AW1	24.08.2021 08:00		Eisbedeckung	0	%
111034806	P48	20.07.2021 08:00		Uhrzeit	11:20	Uhr
111034806	P48	20.07.2021 08:00		Probenahmetiefe	0.1	m
111034806	P48	20.07.2021 08:00		Wolken	88	%
111034806	P48	20.07.2021 08:00		Luftdruck	1016	mbar
111034806	P48	20.07.2021 08:00		Wellenhöhe	0.3	m
111034806	P48	20.07.2021 08:00		Eisbedeckung	0	%
111034806	P48	20.07.2021 08:00		Lufttemperatur	20.8	°C
111034806	P48	20.07.2021 08:00		Windstärke	5	m/s
111034806	P48	20.07.2021 08:00		Windrichtung	290	°
111034208	P42	20.07.2021 08:00	Grundnähe	Uhrzeit	13:23	Uhr
111034208	P42	20.07.2021 08:00	Grundnähe	Probenahmetiefe	4.5	m
111034208	P42	20.07.2021 08:00		Uhrzeit	13:20	Uhr
111034208	P42	20.07.2021 08:00		Probenahmetiefe	0.1	m
111034208	P42	20.07.2021 08:00		Wolken	88	%
111034208	P42	20.07.2021 08:00		Luftdruck	1016	mbar
111034208	P42	20.07.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	20.07.2021 08:00		Eisbedeckung	0	%
111034208	P42	20.07.2021 08:00		Lufttemperatur	20.9	°C
111034208	P42	20.07.2021 08:00		Windstärke	3	m/s
111034208	P42	20.07.2021 08:00		Windrichtung	310	°
111032085	P20	20.07.2021 08:00	Grundnähe	Uhrzeit	15:45	Uhr
111032085	P20	20.07.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	20.07.2021 08:00		Uhrzeit	15:40	Uhr
111032085	P20	20.07.2021 08:00		Probenahmetiefe	0.1	m
111032085	P20	20.07.2021 08:00		Wolken	75	%
111032085	P20	20.07.2021 08:00		Luftdruck	1016	mbar
111032085	P20	20.07.2021 08:00		Wellenhöhe	0.3	m
111032085	P20	20.07.2021 08:00		Eisbedeckung	0	%
111032085	P20	20.07.2021 08:00		Lufttemperatur	21.7	°C
111032085	P20	20.07.2021 08:00		Windstärke	5	m/s
111032085	P20	20.07.2021 08:00		Windrichtung	330	°
111030108	AW1	20.07.2021 08:00		Uhrzeit	11:40	Uhr
111030108	AW1	20.07.2021 08:00		Probenahmetiefe	0.1	m
111030108	AW1	20.07.2021 08:00		Wolken	100	%
111030108	AW1	20.07.2021 08:00		Luftdruck	1016	mbar
111030108	AW1	20.07.2021 08:00		Wellenhöhe	0.4	m
111030108	AW1	20.07.2021 08:00		Eisbedeckung	0	%
111030108	AW1	20.07.2021 08:00		Lufttemperatur	21	°C
111030108	AW1	20.07.2021 08:00		Windstärke	6	m/s
111030108	AW1	20.07.2021 08:00		Windrichtung	285	°
111034806	P48	08.06.2021 08:00		Uhrzeit	11:10	Uhr
111034806	P48	08.06.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	08.06.2021 08:00		Wolken	40	%
111034806	P48	08.06.2021 08:00		Luftdruck	1020	mbar
111034806	P48	08.06.2021 08:00		Wellenhöhe	0.3	m
111034806	P48	08.06.2021 08:00		Eisbedeckung	0	%
111034806	P48	08.06.2021 08:00		Lufttemperatur	20.3	°C
111034806	P48	08.06.2021 08:00		Windstärke	2	m/s
111034806	P48	08.06.2021 08:00		Windrichtung	320	°
111034208	P42	08.06.2021 08:00	Grundnähe	Uhrzeit	12:30	Uhr
111034208	P42	08.06.2021 08:00	Grundnähe	Probenahmetiefe	6.5	m
111034208	P42	08.06.2021 08:00		Uhrzeit	12:25	Uhr
111034208	P42	08.06.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	08.06.2021 08:00		Wolken	30	%
111034208	P42	08.06.2021 08:00		Luftdruck	1020	mbar
111034208	P42	08.06.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	08.06.2021 08:00		Eisbedeckung	0	%
111034208	P42	08.06.2021 08:00		Lufttemperatur	21.8	°C
111034208	P42	08.06.2021 08:00		Windstärke	2	m/s
111034208	P42	08.06.2021 08:00		Windrichtung	320	°
111032085	P20	08.06.2021 08:00	Grundnähe	Uhrzeit	13:55	Uhr
111032085	P20	08.06.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	08.06.2021 08:00		Uhrzeit	13:50	Uhr
111032085	P20	08.06.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	08.06.2021 08:00		Wolken	30	%
111032085	P20	08.06.2021 08:00		Luftdruck	1020	mbar
111032085	P20	08.06.2021 08:00		Wellenhöhe	0.1	m
111032085	P20	08.06.2021 08:00		Eisbedeckung	0	%
111032085	P20	08.06.2021 08:00		Lufttemperatur	20.5	°C
111032085	P20	08.06.2021 08:00		Windstärke	1	m/s
111032085	P20	08.06.2021 08:00		Windrichtung	360	°
111030108	AW1	08.06.2021 08:00		Uhrzeit	11:55	Uhr
111030108	AW1	08.06.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	08.06.2021 08:00		Wolken	40	%
111030108	AW1	08.06.2021 08:00		Luftdruck	1020	mbar
111030108	AW1	08.06.2021 08:00		Wellenhöhe	0.2	m
111030108	AW1	08.06.2021 08:00		Eisbedeckung	0	%
111030108	AW1	08.06.2021 08:00		Lufttemperatur	20.4	°C
111030108	AW1	08.06.2021 08:00		Windstärke	2	m/s
111030108	AW1	08.06.2021 08:00		Windrichtung	320	°
111034806	P48	19.05.2021 08:00		Eisbedeckung	0	%
111034806	P48	19.05.2021 08:00		Luftdruck	1012	mbar
111034806	P48	19.05.2021 08:00		Lufttemperatur	14.9	°C
111034806	P48	19.05.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	19.05.2021 08:00		Uhrzeit	11:50	Uhr
111034806	P48	19.05.2021 08:00		Wellenhöhe	0.1	m
111034806	P48	19.05.2021 08:00		Windrichtung	270	°
111034806	P48	19.05.2021 08:00		Windstärke	4	m/s
111034806	P48	19.05.2021 08:00		Wolken	80	%
111034208	P42	19.05.2021 08:00	Grundnähe	Uhrzeit	13:15	Uhr
111034208	P42	19.05.2021 08:00	Grundnähe	Probenahmetiefe	7	m
111034208	P42	19.05.2021 08:00		Eisbedeckung	0	%
111034208	P42	19.05.2021 08:00		Luftdruck	1012	mbar
111034208	P42	19.05.2021 08:00		Lufttemperatur	15.2	°C
111034208	P42	19.05.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	19.05.2021 08:00		Uhrzeit	13:10	Uhr
111034208	P42	19.05.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	19.05.2021 08:00		Windrichtung	270	°
111034208	P42	19.05.2021 08:00		Windstärke	2	m/s
111034208	P42	19.05.2021 08:00		Wolken	95	%
111032085	P20	19.05.2021 08:00	Grundnähe	Uhrzeit	14:15	Uhr
111032085	P20	19.05.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	19.05.2021 08:00		Eisbedeckung	0	%
111032085	P20	19.05.2021 08:00		Luftdruck	1012	mbar
111032085	P20	19.05.2021 08:00		Lufttemperatur	14.6	°C
111032085	P20	19.05.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	19.05.2021 08:00		Uhrzeit	14:10	Uhr
111032085	P20	19.05.2021 08:00		Wellenhöhe	0.2	m
111032085	P20	19.05.2021 08:00		Windrichtung	315	°
111032085	P20	19.05.2021 08:00		Windstärke	5	m/s
111032085	P20	19.05.2021 08:00		Wolken	60	%
111030108	AW1	19.05.2021 08:00		Eisbedeckung	0	%
111030108	AW1	19.05.2021 08:00		Luftdruck	1012	mbar
111030108	AW1	19.05.2021 08:00		Lufttemperatur	15.2	°C
111030108	AW1	19.05.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	19.05.2021 08:00		Wellenhöhe	0.1	m
111030108	AW1	19.05.2021 08:00		Windrichtung	270	°
111030108	AW1	19.05.2021 08:00		Windstärke	3	m/s
111030108	AW1	19.05.2021 08:00		Wolken	80	%
111030108	AW1	19.05.2021 08:00		Uhrzeit	12:20	Uhr
111034806	P48	27.04.2021 08:00		Uhrzeit	12:00	Uhr
111034806	P48	27.04.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	27.04.2021 08:00		Wolken	10	%
111034806	P48	27.04.2021 08:00		Luftdruck	1013	mbar
111034806	P48	27.04.2021 08:00		Wellenhöhe	0.1	m
111034806	P48	27.04.2021 08:00		Eisbedeckung	0	%
111034806	P48	27.04.2021 08:00		Windstärke	2	m/s
111034806	P48	27.04.2021 08:00		Windrichtung	350	°
111034806	P48	27.04.2021 08:00		Lufttemperatur	12.5	°C
111034208	P42	27.04.2021 08:00	Grundnähe	Uhrzeit	13:30	Uhr
111034208	P42	27.04.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111034208	P42	27.04.2021 08:00		Uhrzeit	13:25	Uhr
111034208	P42	27.04.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	27.04.2021 08:00		Wolken	30	%
111034208	P42	27.04.2021 08:00		Luftdruck	1014	mbar
111034208	P42	27.04.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	27.04.2021 08:00		Eisbedeckung	0	%
111034208	P42	27.04.2021 08:00		Lufttemperatur	18.7	°C
111034208	P42	27.04.2021 08:00		Windstärke	2	m/s
111034208	P42	27.04.2021 08:00		Windrichtung	150	°
111032085	P20	27.04.2021 08:00	Grundnähe	Uhrzeit	14:45	Uhr
111032085	P20	27.04.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	27.04.2021 08:00		Uhrzeit	14:40	Uhr
111032085	P20	27.04.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	27.04.2021 08:00		Wolken	20	%
111032085	P20	27.04.2021 08:00		Luftdruck	1014	mbar
111032085	P20	27.04.2021 08:00		Wellenhöhe	0.1	m
111032085	P20	27.04.2021 08:00		Eisbedeckung	0	%
111032085	P20	27.04.2021 08:00		Lufttemperatur	18.3	°C
111032085	P20	27.04.2021 08:00		Windstärke	5	m/s
111032085	P20	27.04.2021 08:00		Windrichtung	45	°
111030108	AW1	27.04.2021 08:00		Uhrzeit	12:35	Uhr
111030108	AW1	27.04.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	27.04.2021 08:00		Wolken	10	%
111030108	AW1	27.04.2021 08:00		Luftdruck	1013	mbar
111030108	AW1	27.04.2021 08:00		Wellenhöhe	0.1	m
111030108	AW1	27.04.2021 08:00		Eisbedeckung	0	%
111030108	AW1	27.04.2021 08:00		Lufttemperatur	12.7	°C
111030108	AW1	27.04.2021 08:00		Windstärke	3	m/s
111030108	AW1	27.04.2021 08:00		Windrichtung	330	°
111034806	P48	23.03.2021 08:00		Uhrzeit	12:05	Uhr
111034806	P48	23.03.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	23.03.2021 08:00		Wolken	100	%
111034806	P48	23.03.2021 08:00		Luftdruck	1020	mbar
111034806	P48	23.03.2021 08:00		Wellenhöhe	0.2	m
111034806	P48	23.03.2021 08:00		Eisbedeckung	0	%
111034806	P48	23.03.2021 08:00		Lufttemperatur	6.4	°C
111034806	P48	23.03.2021 08:00		Windstärke	1	m/s
111034806	P48	23.03.2021 08:00		Windrichtung	280	°
111034208	P42	23.03.2021 08:00	Grundnähe	Uhrzeit	13:30	Uhr
111034208	P42	23.03.2021 08:00	Grundnähe	Probenahmetiefe	7	m
111034208	P42	23.03.2021 08:00		Uhrzeit	13:25	Uhr
111034208	P42	23.03.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	23.03.2021 08:00		Wolken	100	%
111034208	P42	23.03.2021 08:00		Luftdruck	1020	mbar
111034208	P42	23.03.2021 08:00		Wellenhöhe	0.2	m
111034208	P42	23.03.2021 08:00		Eisbedeckung	0	%
111034208	P42	23.03.2021 08:00		Lufttemperatur	5.6	°C
111034208	P42	23.03.2021 08:00		Windstärke	4	m/s
111034208	P42	23.03.2021 08:00		Windrichtung	270	°
111032085	P20	23.03.2021 08:00	Grundnähe	Uhrzeit	14:35	Uhr
111032085	P20	23.03.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111032085	P20	23.03.2021 08:00		Uhrzeit	14:30	Uhr
111032085	P20	23.03.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	23.03.2021 08:00		Wolken	100	%
111032085	P20	23.03.2021 08:00		Luftdruck	1020	mbar
111032085	P20	23.03.2021 08:00		Wellenhöhe	0.2	m
111032085	P20	23.03.2021 08:00		Eisbedeckung	0	%
111032085	P20	23.03.2021 08:00		Lufttemperatur	6.3	°C
111032085	P20	23.03.2021 08:00		Windstärke	5	m/s
111032085	P20	23.03.2021 08:00		Windrichtung	270	°
111030108	AW1	23.03.2021 08:00		Uhrzeit	12:25	Uhr
111030108	AW1	23.03.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	23.03.2021 08:00		Wolken	100	%
111030108	AW1	23.03.2021 08:00		Luftdruck	1020	mbar
111030108	AW1	23.03.2021 08:00		Wellenhöhe	0.4	m
111030108	AW1	23.03.2021 08:00		Eisbedeckung	0	%
111030108	AW1	23.03.2021 08:00		Lufttemperatur	6.4	°C
111030108	AW1	23.03.2021 08:00		Windstärke	1	m/s
111030108	AW1	23.03.2021 08:00		Windrichtung	270	°
111034806	P48	26.01.2021 08:00		Uhrzeit	12:10	Uhr
111034806	P48	26.01.2021 08:00		Probenahmetiefe	0.5	m
111034806	P48	26.01.2021 08:00		Wolken	70	%
111034806	P48	26.01.2021 08:00		Luftdruck	1008	mbar
111034806	P48	26.01.2021 08:00		Wellenhöhe	0.2	m
111034806	P48	26.01.2021 08:00		Eisbedeckung	0	%
111034806	P48	26.01.2021 08:00		Lufttemperatur	1.5	°C
111034806	P48	26.01.2021 08:00		Windstärke	4	m/s
111034806	P48	26.01.2021 08:00		Windrichtung	270	°
111034208	P42	26.01.2021 08:00	Grundnähe	Uhrzeit	13:15	Uhr
111034208	P42	26.01.2021 08:00	Grundnähe	Probenahmetiefe	7.5	m
111034208	P42	26.01.2021 08:00		Uhrzeit	13:10	Uhr
111034208	P42	26.01.2021 08:00		Probenahmetiefe	0.5	m
111034208	P42	26.01.2021 08:00		Wolken	50	%
111034208	P42	26.01.2021 08:00		Luftdruck	1008	mbar
111034208	P42	26.01.2021 08:00		Wellenhöhe	0.1	m
111034208	P42	26.01.2021 08:00		Eisbedeckung	0	%
111034208	P42	26.01.2021 08:00		Lufttemperatur	2.8	°C
111034208	P42	26.01.2021 08:00		Windstärke	4	m/s
111034208	P42	26.01.2021 08:00		Windrichtung	270	°
111032085	P20	26.01.2021 08:00	Grundnähe	Uhrzeit	14:35	Uhr
111032085	P20	26.01.2021 08:00	Grundnähe	Probenahmetiefe	8	m
111032085	P20	26.01.2021 08:00		Uhrzeit	14:30	Uhr
111032085	P20	26.01.2021 08:00		Probenahmetiefe	0.5	m
111032085	P20	26.01.2021 08:00		Wolken	100	%
111032085	P20	26.01.2021 08:00		Luftdruck	1008	mbar
111032085	P20	26.01.2021 08:00		Wellenhöhe	0.1	m
111032085	P20	26.01.2021 08:00		Eisbedeckung	0	%
111032085	P20	26.01.2021 08:00		Lufttemperatur	2.2	°C
111032085	P20	26.01.2021 08:00		Windstärke	5	m/s
111032085	P20	26.01.2021 08:00		Windrichtung	270	°
111030108	AW1	26.01.2021 08:00		Uhrzeit	12:35	Uhr
111030108	AW1	26.01.2021 08:00		Probenahmetiefe	0.5	m
111030108	AW1	26.01.2021 08:00		Wolken	70	%
111030108	AW1	26.01.2021 08:00		Luftdruck	1008	mbar
111030108	AW1	26.01.2021 08:00		Wellenhöhe	0.3	m
111030108	AW1	26.01.2021 08:00		Eisbedeckung	0	%
111030108	AW1	26.01.2021 08:00		Lufttemperatur	1.3	°C
111030108	AW1	26.01.2021 08:00		Windstärke	4	m/s
111030108	AW1	26.01.2021 08:00		Windrichtung	270	°
109016609	S66	13.12.2021 00:00		Uhrzeit	09:46	Uhr
109016609	S66	13.12.2021 00:00		Probenahmetiefe	0.98	m
109016609	S66	13.12.2021 00:00		Wolken	100	%
109016609	S66	13.12.2021 00:00		Luftdruck	1025	mbar
109016609	S66	13.12.2021 00:00		Wellenhöhe	0.1	m
109016609	S66	13.12.2021 00:00		Eisbedeckung	0	%
109016609	S66	13.12.2021 00:00		Lufttemperatur	5	°C
109016609	S66	13.12.2021 00:00		Windstärke	0	m/s
109016609	S66	13.12.2021 00:00		Windrichtung	360	°
