PN-Stellennr.	PN-Stellenbezeichnung	Probenahmedatum	Tiefeninformation	Parameter	Endergebnis	Einheit
111032085	P20	08.06.2021 08:00	Grundnähe	pH-Wert	7.79	
111032085	P20	08.06.2021 08:00	Grundnähe	pH-Wert	7.81	
111032085	P20	08.06.2021 08:00		pH-Wert	8.2	
111030108	AW1	08.06.2021 08:00		pH-Wert	8.12	
111034806	P48	19.05.2021 08:00		pH-Wert	8.38	
111034208	P42	19.05.2021 08:00	Grundnähe	pH-Wert	8.68	
111034208	P42	19.05.2021 08:00		pH-Wert	8.71	
111032085	P20	19.05.2021 08:00	Grundnähe	pH-Wert	7.85	
111032085	P20	19.05.2021 08:00		pH-Wert	8.73	
111030108	AW1	19.05.2021 08:00		pH-Wert	8.41	
111034806	P48	27.04.2021 08:00		pH-Wert	8.84	
111034806	P48	27.04.2021 08:00		pH-Wert	8.83	
111034208	P42	27.04.2021 08:00	Grundnähe	pH-Wert	8.74	
111034208	P42	27.04.2021 08:00	Grundnähe	pH-Wert	8.74	
111034208	P42	27.04.2021 08:00		pH-Wert	8.85	
111034208	P42	27.04.2021 08:00		pH-Wert	8.85	
111032085	P20	27.04.2021 08:00	Grundnähe	pH-Wert	8.66	
111032085	P20	27.04.2021 08:00	Grundnähe	pH-Wert	8.66	
111032085	P20	27.04.2021 08:00		pH-Wert	8.72	
111032085	P20	27.04.2021 08:00		pH-Wert	8.71	
111030108	AW1	27.04.2021 08:00		pH-Wert	8.83	
111030108	AW1	27.04.2021 08:00		pH-Wert	8.82	
111034806	P48	23.03.2021 08:00		pH-Wert	8.57	
111034208	P42	23.03.2021 08:00	Grundnähe	pH-Wert	8.62	
111034208	P42	23.03.2021 08:00		pH-Wert	8.65	
111032085	P20	23.03.2021 08:00	Grundnähe	pH-Wert	8.58	
111032085	P20	23.03.2021 08:00		pH-Wert	8.59	
111030108	AW1	23.03.2021 08:00		pH-Wert	8.56	
111034806	P48	26.01.2021 08:00		pH-Wert	8.1	
111034208	P42	26.01.2021 08:00	Grundnähe	pH-Wert	7.97	
111034208	P42	26.01.2021 08:00		pH-Wert	7.96	
111032085	P20	26.01.2021 08:00	Grundnähe	pH-Wert	7.92	
111032085	P20	26.01.2021 08:00		pH-Wert	7.87	
111030108	AW1	26.01.2021 08:00		pH-Wert	8.07	
109016609	S66	13.12.2021 00:00		pH-Wert	8.39	
109016609	S66	25.11.2021 08:00		pH-Wert	8.41	
109016609	S66	13.10.2021 08:00		pH-Wert	8.71	
109016609	S66	25.08.2021 08:00		pH-Wert	8.78	
109016609	S66	05.08.2021 08:00		pH-Wert	8.74	
109016609	S66	15.07.2021 08:00		pH-Wert	8.85	
109016609	S66	12.05.2021 08:00		pH-Wert	8.45	
109016609	S66	25.03.2021 08:00		pH-Wert	8.33	
109016609	S66	08.04.2021 08:00		pH-Wert	8.24	
109016609	S66	14.01.2021 08:00		pH-Wert	8.16	
112391004	RB10	09.11.2021 08:00	Grundnähe	pH-Wert	8.46	
112391004	RB10	09.11.2021 08:00		pH-Wert	8.53	
112390909	RB9	09.11.2021 08:00	Grundnähe	pH-Wert	8.44	
112390909	RB9	09.11.2021 08:00		pH-Wert	8.47	
112280603	RB6	09.11.2021 08:00		pH-Wert	8.3	
112391004	RB10	04.10.2021 08:00	Grundnähe	pH-Wert	8.3	
112391004	RB10	04.10.2021 08:00		pH-Wert	8.44	
112390909	RB9	04.10.2021 08:00	Grundnähe	pH-Wert	8.3	
112390909	RB9	04.10.2021 08:00		pH-Wert	8.41	
112280603	RB6	04.10.2021 08:00		pH-Wert	8.55	
112391004	RB10	10.08.2021 08:00	Grundnähe	pH-Wert	8.61	
112391004	RB10	10.08.2021 08:00		pH-Wert	8.62	
112390909	RB9	10.08.2021 08:00	Grundnähe	pH-Wert	8.65	
112390909	RB9	10.08.2021 08:00		pH-Wert	8.65	
112280603	RB6	10.08.2021 08:00		pH-Wert	8.73	
112391004	RB10	20.07.2021 08:00	Grundnähe	pH-Wert	8.51	
112391004	RB10	20.07.2021 08:00		pH-Wert	8.51	
112390909	RB9	20.07.2021 08:00	Grundnähe	pH-Wert	8.53	
112390909	RB9	20.07.2021 08:00		pH-Wert	8.6	
112280603	RB6	20.07.2021 08:00		pH-Wert	8.68	
112391004	RB10	04.05.2021 08:00	Grundnähe	pH-Wert	8.22	
112391004	RB10	04.05.2021 08:00		pH-Wert	8.22	
112390909	RB9	04.05.2021 08:00	Grundnähe	pH-Wert	7.7	
112390909	RB9	04.05.2021 08:00		pH-Wert	8.27	
112280603	RB6	04.05.2021 08:00		pH-Wert	8.4	
112391004	RB10	20.04.2021 08:00	Grundnähe	pH-Wert	8.17	
112391004	RB10	20.04.2021 08:00		pH-Wert	8.21	
112390909	RB9	20.04.2021 08:00	Grundnähe	pH-Wert	8.21	
112390909	RB9	20.04.2021 08:00		pH-Wert	8.22	
112280603	RB6	20.04.2021 08:00		pH-Wert	8.53	
112391004	RB10	30.03.2021 08:00	Grundnähe	pH-Wert	8.19	
112391004	RB10	30.03.2021 08:00		pH-Wert	8.17	
112390909	RB9	30.03.2021 08:00	Grundnähe	pH-Wert	8.18	
112390909	RB9	30.03.2021 08:00		pH-Wert	8.16	
112280603	RB6	30.03.2021 08:00		pH-Wert	8.33	
112190309	RB3	29.11.2021 08:00	Grundnähe	pH-Wert	8.21	
112190309	RB3	29.11.2021 08:00		pH-Wert	8.23	
112190309	RB3	08.11.2021 08:00	Grundnähe	pH-Wert	7.94	
112190309	RB3	08.11.2021 08:00		pH-Wert	7.79	
112190309	RB3	05.10.2021 08:00	Grundnähe	pH-Wert	8.38	
112190309	RB3	05.10.2021 08:00		pH-Wert	8.28	
112190309	RB3	09.08.2021 08:00	Grundnähe	pH-Wert	8.57	
112190309	RB3	09.08.2021 08:00		pH-Wert	8.66	
112190309	RB3	19.07.2021 08:00	Grundnähe	pH-Wert	8.34	
112190309	RB3	19.07.2021 08:00		pH-Wert	8.38	
112190309	RB3	03.05.2021 08:00	Grundnähe	pH-Wert	8.5	
112190309	RB3	03.05.2021 08:00		pH-Wert	8.42	
112190309	RB3	19.04.2021 08:00	Grundnähe	pH-Wert	8.52	
112190309	RB3	19.04.2021 08:00		pH-Wert	8.54	
112190309	RB3	29.03.2021 08:00	Grundnähe	pH-Wert	8.38	
112190309	RB3	29.03.2021 08:00		pH-Wert	8.42	
112391500	RB15	20.12.2021 08:00		pH-Wert	7.8	
112391500	RB15	20.12.2021 08:00		pH-Wert	7.79	
112391500	RB15	16.11.2021 08:00		pH-Wert	8.17	
112391500	RB15	25.10.2021 08:00		pH-Wert	8.5	
112391500	RB15	23.09.2021 08:00		pH-Wert	8.39	
112391500	RB15	23.09.2021 08:00		pH-Wert	8.39	
103070503	GS	19.04.2021 08:00		pH-Wert	8.15	
103070503	GS	29.03.2021 08:00	Grundnähe	pH-Wert	8.33	
103070503	GS	29.03.2021 08:00		pH-Wert	8.33	
105010701	GB7	13.12.2021 00:00	Grundnähe	pH-Wert	8.5	
105010701	GB7	13.12.2021 00:00		pH-Wert	8.46	
105010306	GB3	13.12.2021 00:00	Grundnähe	pH-Wert	8.45	
105010306	GB3	13.12.2021 00:00		pH-Wert	8.44	
105010285	GB2	13.12.2021 00:00	Grundnähe	pH-Wert	8.43	
105010285	GB2	13.12.2021 00:00		pH-Wert	8.44	
105010701	GB7	23.11.2021 08:00	Grundnähe	pH-Wert	8.47	
105010701	GB7	23.11.2021 08:00		pH-Wert	8.44	
105010306	GB3	23.11.2021 08:00	Grundnähe	pH-Wert	8.49	
105010306	GB3	23.11.2021 08:00		pH-Wert	8.41	
105010285	GB2	23.11.2021 08:00	Grundnähe	pH-Wert	8.5	
105010285	GB2	23.11.2021 08:00		pH-Wert	8.45	
105010701	GB7	11.10.2021 08:00	Grundnähe	pH-Wert	8.54	
105010701	GB7	11.10.2021 08:00		pH-Wert	8.51	
105010306	GB3	11.10.2021 08:00	Grundnähe	pH-Wert	8.53	
105010306	GB3	11.10.2021 08:00		pH-Wert	8.5	
105010285	GB2	11.10.2021 08:00	Grundnähe	pH-Wert	8.51	
105010285	GB2	11.10.2021 08:00		pH-Wert	8.51	
105010701	GB7	03.08.2021 08:00	Grundnähe	pH-Wert	8.49	
105010701	GB7	03.08.2021 08:00		pH-Wert	8.56	
105010306	GB3	03.08.2021 08:00	Grundnähe	pH-Wert	8.56	
105010306	GB3	03.08.2021 08:00		pH-Wert	8.6	
105010285	GB2	03.08.2021 08:00	Grundnähe	pH-Wert	8.51	
105010285	GB2	03.08.2021 08:00		pH-Wert	8.5	
105010701	GB7	13.07.2021 00:00	Grundnähe	pH-Wert	8.49	
105010701	GB7	13.07.2021 00:00		pH-Wert	8.56	
105010306	GB3	13.07.2021 00:00	Grundnähe	pH-Wert	8.44	
105010306	GB3	13.07.2021 00:00		pH-Wert	8.51	
105010285	GB2	13.07.2021 00:00	Grundnähe	pH-Wert	8.42	
105010285	GB2	13.07.2021 00:00		pH-Wert	8.45	
105010701	GB7	10.05.2021 08:00	Grundnähe	pH-Wert	8.35	
105010701	GB7	10.05.2021 08:00		pH-Wert	8.4	
105010306	GB3	10.05.2021 08:00	Grundnähe	pH-Wert	8.37	
105010306	GB3	10.05.2021 08:00		pH-Wert	8.36	
105010285	GB2	10.05.2021 08:00	Grundnähe	pH-Wert	8.23	
105010285	GB2	10.05.2021 08:00		pH-Wert	8.31	
105010701	GB7	08.04.2021 08:00	Grundnähe	pH-Wert	8.22	
105010701	GB7	08.04.2021 08:00		pH-Wert	8.25	
105010306	GB3	06.04.2021 08:00	Grundnähe	pH-Wert	8.27	
105010306	GB3	06.04.2021 08:00		pH-Wert	8.28	
105010285	GB2	06.04.2021 08:00	Grundnähe	pH-Wert	8	
105010285	GB2	06.04.2021 08:00		pH-Wert	8.3	
105010306	GB3	25.03.2021 08:00	Grundnähe	pH-Wert	8.3	
105010306	GB3	25.03.2021 08:00		pH-Wert	8.35	
105010701	GB7	23.03.2021 08:00	Grundnähe	pH-Wert	8.4	
105010701	GB7	23.03.2021 08:00		pH-Wert	8.42	
105010285	GB2	23.03.2021 08:00	Grundnähe	pH-Wert	8.47	
105010285	GB2	23.03.2021 08:00		pH-Wert	8.46	
105010701	GB7	13.01.2021 08:00	Grundnähe	pH-Wert	8.13	
105010701	GB7	13.01.2021 08:00		pH-Wert	8.13	
105010306	GB3	13.01.2021 08:00	Grundnähe	pH-Wert	8.17	
105010306	GB3	13.01.2021 08:00		pH-Wert	8.18	
105010285	GB2	13.01.2021 08:00	Grundnähe	pH-Wert	8.15	
105010285	GB2	13.01.2021 08:00		pH-Wert	8.12	
105011907	GB19	13.12.2021 00:00	Grundnähe	pH-Wert	8.46	
105011907	GB19	13.12.2021 00:00		pH-Wert	8.47	
105011907	GB19	25.11.2021 08:00	Grundnähe	pH-Wert	8.31	
105011907	GB19	25.11.2021 08:00		pH-Wert	8.25	
105011907	GB19	13.10.2021 08:00	Grundnähe	pH-Wert	8.62	
105011907	GB19	13.10.2021 08:00		pH-Wert	8.56	
105011907	GB19	25.08.2021 08:00	Grundnähe	pH-Wert	8.57	
105011907	GB19	25.08.2021 08:00		pH-Wert	8.56	
105011907	GB19	05.08.2021 08:00	Grundnähe	pH-Wert	8.65	
105011907	GB19	05.08.2021 08:00		pH-Wert	8.72	
105011907	GB19	15.07.2021 08:00	Grundnähe	pH-Wert	8.26	
105011907	GB19	15.07.2021 08:00		pH-Wert	8.56	
105011907	GB19	12.05.2021 08:00	Grundnähe	pH-Wert	8.2	
105011907	GB19	12.05.2021 08:00		pH-Wert	8.35	
105011907	GB19	08.04.2021 08:00	Grundnähe	pH-Wert	8.29	
105011907	GB19	08.04.2021 08:00		pH-Wert	8.33	
105011907	GB19	23.03.2021 08:00	Grundnähe	pH-Wert	8.32	
105011907	GB19	23.03.2021 08:00		pH-Wert	8.4	
111071308	O133	14.12.2021 08:00	Grundnähe	pH-Wert	8.34	
111071308	O133	14.12.2021 08:00		pH-Wert	8.45	
105011907	GB19	14.01.2021 08:00	Grundnähe	pH-Wert	8.12	
105011907	GB19	14.01.2021 08:00		pH-Wert	8.16	
111021001	GB10	14.12.2021 00:00	Grundnähe	pH-Wert	8.35	
111021001	GB10	14.12.2021 00:00		pH-Wert	8.5	
111021001	GB10	24.11.2021 08:00	Grundnähe	pH-Wert	8.32	
111021001	GB10	24.11.2021 08:00		pH-Wert	8.3	
111021001	GB10	12.10.2021 08:00	Grundnähe	pH-Wert	8.18	
111021001	GB10	12.10.2021 08:00		pH-Wert	8.39	
111021001	GB10	04.08.2021 08:00	Grundnähe	pH-Wert	8.41	
111021001	GB10	04.08.2021 08:00		pH-Wert	8.55	
111021001	GB10	14.07.2021 08:00	Grundnähe	pH-Wert	8.29	
111021001	GB10	14.07.2021 08:00		pH-Wert	8.33	
111021001	GB10	11.05.2021 08:00	Grundnähe	pH-Wert	8.27	
111021001	GB10	11.05.2021 08:00		pH-Wert	8.45	
111021001	GB10	07.04.2021 08:00	Grundnähe	pH-Wert	8.26	
111021001	GB10	07.04.2021 08:00		pH-Wert	8.33	
111021001	GB10	24.03.2021 08:00	Grundnähe	pH-Wert	8.48	
111021001	GB10	24.03.2021 08:00		pH-Wert	8.63	
111021001	GB10	13.01.2021 08:00	Grundnähe	pH-Wert	8.12	
111021001	GB10	13.01.2021 08:00		pH-Wert	8.18	
103051606	DB16	21.12.2021 08:00		pH-Wert	8.17	
103051008	DB10	21.12.2021 08:00	Grundnähe	pH-Wert	8.01	
103051008	DB10	21.12.2021 08:00		pH-Wert	8.14	
103051008	DB10	21.12.2021 08:00		pH-Wert	8.13	
103051606	DB16	11.11.2021 08:00		pH-Wert	8.27	
103051008	DB10	11.11.2021 08:00	Grundnähe	pH-Wert	8.14	
103051008	DB10	11.11.2021 08:00		pH-Wert	8.16	
103051606	DB16	13.10.2021 08:00		pH-Wert	8.32	
103051008	DB10	13.10.2021 08:00	Grundnähe	pH-Wert	8.37	
103051008	DB10	13.10.2021 08:00		pH-Wert	8.43	
103051008	DB10	13.10.2021 08:00		pH-Wert	8.42	
103051606	DB16	07.09.2021 08:00		pH-Wert	8.65	
111071308	O133	24.11.2021 08:00	Grundnähe	pH-Wert	8.35	
111071308	O133	24.11.2021 08:00		pH-Wert	8.34	
111071308	O133	12.10.2021 08:00	Grundnähe	pH-Wert	8.35	
111071308	O133	12.10.2021 08:00		pH-Wert	8.41	
111071308	O133	24.08.2021 08:00	Grundnähe	pH-Wert	8.3	
111071308	O133	24.08.2021 08:00		pH-Wert	8.23	
111071308	O133	04.08.2021 08:00	Grundnähe	pH-Wert	8.23	
111071308	O133	04.08.2021 08:00		pH-Wert	8.41	
111071308	O133	14.07.2021 08:00	Grundnähe	pH-Wert	7.73	
111071308	O133	14.07.2021 08:00		pH-Wert	8.48	
111071308	O133	11.05.2021 08:00	Grundnähe	pH-Wert	8.22	
111071308	O133	11.05.2021 08:00		pH-Wert	8.27	
111071308	O133	07.04.2021 08:00	Grundnähe	pH-Wert	8.24	
111071308	O133	07.04.2021 08:00		pH-Wert	8.35	
103051008	DB10	07.09.2021 08:00	Grundnähe	pH-Wert	8.7	
103051008	DB10	07.09.2021 08:00		pH-Wert	8.7	
103051008	DB10	07.09.2021 08:00		pH-Wert	8.68	
103051606	DB16	24.08.2021 08:00		pH-Wert	8.91	
103051008	DB10	24.08.2021 08:00	Grundnähe	pH-Wert	8.57	
103051008	DB10	24.08.2021 08:00		pH-Wert	8.54	
103051008	DB10	24.08.2021 08:00		pH-Wert	8.55	
103051606	DB16	06.07.2021 08:00		pH-Wert	9.22	
103051008	DB10	06.07.2021 08:00	Grundnähe	pH-Wert	9.04	
103051008	DB10	06.07.2021 08:00		pH-Wert	9.05	
103051008	DB10	06.07.2021 08:00		pH-Wert	9.01	
103051606	DB16	09.06.2021 08:00		pH-Wert	9.54	
103051008	DB10	09.06.2021 08:00	Grundnähe	pH-Wert	9.2	
103051008	DB10	09.06.2021 08:00		pH-Wert	9.34	
103051008	DB10	09.06.2021 08:00		pH-Wert	9.34	
103051606	DB16	11.05.2021 08:00		pH-Wert	8.91	
103051008	DB10	11.05.2021 08:00	Grundnähe	pH-Wert	8.9	
103051008	DB10	11.05.2021 08:00		pH-Wert	8.85	
103051606	DB16	14.04.2021 08:00		pH-Wert	8.89	
103051008	DB10	14.04.2021 08:00	Grundnähe	pH-Wert	8.78	
103051008	DB10	14.04.2021 08:00		pH-Wert	8.76	
103051008	DB10	14.04.2021 08:00		pH-Wert	8.78	
111071308	O133	24.03.2021 08:00	Grundnähe	pH-Wert	8.49	
111071308	O133	24.03.2021 08:00		pH-Wert	8.54	
103051606	DB16	16.03.2021 08:00		pH-Wert	8.34	
103051008	DB10	16.03.2021 08:00	Grundnähe	pH-Wert	8.29	
103051008	DB10	16.03.2021 08:00		pH-Wert	8.28	
103051008	DB10	16.03.2021 08:00		pH-Wert	8.31	
103051606	DB16	26.01.2021 08:00		pH-Wert	8.08	
103051008	DB10	26.01.2021 08:00	Grundnähe	pH-Wert	7.85	
103051008	DB10	26.01.2021 08:00		pH-Wert	7.92	
103051008	DB10	26.01.2021 08:00		pH-Wert	7.93	
103050603	DB6	11.10.2021 08:00		pH-Wert	8.07	
103050208	DB2	11.10.2021 08:00		pH-Wert	8.02	
103050101	DB1	11.10.2021 08:00		pH-Wert	7.94	
103050101	DB1	11.10.2021 08:00		pH-Wert	7.98	
103050603	DB6	08.11.2021 08:00		pH-Wert	8.04	
103050208	DB2	08.11.2021 08:00		pH-Wert	8.02	
103050101	DB1	08.11.2021 08:00		pH-Wert	7.84	
103050101	DB1	08.11.2021 08:00		pH-Wert	7.77	
103050603	DB6	06.09.2021 08:00		pH-Wert	8.41	
103050208	DB2	06.09.2021 08:00		pH-Wert	8.16	
103050101	DB1	06.09.2021 08:00		pH-Wert	8.16	
103050101	DB1	06.09.2021 08:00		pH-Wert	8.16	
103050603	DB6	16.08.2021 08:00		pH-Wert	8.65	
103050208	DB2	16.08.2021 08:00		pH-Wert	8.39	
103050101	DB1	16.08.2021 08:00		pH-Wert	8.09	
103050101	DB1	16.08.2021 08:00		pH-Wert	8.12	
103050603	DB6	05.07.2021 08:00		pH-Wert	8.95	
103050208	DB2	05.07.2021 08:00		pH-Wert	8.78	
103050101	DB1	05.07.2021 08:00		pH-Wert	8.54	
103050101	DB1	05.07.2021 08:00		pH-Wert	8.54	
103059085	KB90	22.11.2021 08:00	Grundnähe	pH-Wert	8.31	
103059085	KB90	22.11.2021 08:00		pH-Wert	8.28	
103059085	KB90	08.11.2021 08:00	Grundnähe	pH-Wert	7.91	
103059085	KB90	08.11.2021 08:00		pH-Wert	7.89	
103059085	KB90	04.10.2021 08:00	Grundnähe	pH-Wert	8.36	
103059085	KB90	04.10.2021 08:00		pH-Wert	8.37	
103059085	KB90	09.08.2021 08:00	Grundnähe	pH-Wert	8.57	
103059085	KB90	09.08.2021 08:00		pH-Wert	8.56	
103059085	KB90	19.07.2021 08:00	Grundnähe	pH-Wert	8.34	
103059085	KB90	19.07.2021 08:00		pH-Wert	8.33	
103059085	KB90	03.05.2021 08:00	Grundnähe	pH-Wert	8.41	
103059085	KB90	03.05.2021 08:00		pH-Wert	8.38	
103059085	KB90	19.04.2021 08:00	Grundnähe	pH-Wert	8.39	
103059085	KB90	19.04.2021 08:00		pH-Wert	8.39	
103059085	KB90	29.03.2021 08:00	Grundnähe	pH-Wert	8.56	
103059085	KB90	29.03.2021 08:00		pH-Wert	8.52	
103070503	GS	29.11.2021 08:00	Grundnähe	pH-Wert	8.29	
103070503	GS	29.11.2021 08:00		pH-Wert	8.19	
103070503	GS	08.11.2021 08:00	Grundnähe	pH-Wert	7.82	
103070503	GS	08.11.2021 08:00		pH-Wert	7.86	
103070503	GS	04.10.2021 08:00	Grundnähe	pH-Wert	8.15	
103070503	GS	04.10.2021 08:00		pH-Wert	8.41	
103070503	GS	09.08.2021 08:00	Grundnähe	pH-Wert	8.44	
103070503	GS	09.08.2021 08:00		pH-Wert	8.43	
103070503	GS	19.07.2021 08:00	Grundnähe	pH-Wert	8.44	
103070503	GS	19.07.2021 08:00		pH-Wert	8.41	
103070503	GS	03.05.2021 08:00	Grundnähe	pH-Wert	8.21	
103070503	GS	03.05.2021 08:00		pH-Wert	8.19	
103070503	GS	19.04.2021 08:00	Grundnähe	pH-Wert	8.13	
103050603	DB6	07.06.2021 08:00		pH-Wert	9.05	
103050208	DB2	07.06.2021 08:00		pH-Wert	8.84	
103050101	DB1	07.06.2021 08:00		pH-Wert	8.65	
103050101	DB1	07.06.2021 08:00		pH-Wert	8.63	
103050603	DB6	10.05.2021 08:00		pH-Wert	8.65	
103050208	DB2	10.05.2021 08:00		pH-Wert	8.6	
103050101	DB1	10.05.2021 08:00		pH-Wert	8	
103050101	DB1	10.05.2021 08:00		pH-Wert	8.04	
103050603	DB6	12.04.2021 08:00		pH-Wert	8.46	
103050208	DB2	12.04.2021 08:00		pH-Wert	8.24	
103050101	DB1	12.04.2021 08:00		pH-Wert	7.86	
103050101	DB1	12.04.2021 08:00		pH-Wert	7.93	
103050603	DB6	08.03.2021 08:00		pH-Wert	8.06	
103050208	DB2	08.03.2021 08:00		pH-Wert	8.03	
103050101	DB1	08.03.2021 08:00		pH-Wert	7.96	
103050101	DB1	08.03.2021 08:00		pH-Wert	8.02	
103050603	DB6	25.01.2021 08:00		pH-Wert	8.01	
103050208	DB2	25.01.2021 08:00		pH-Wert	8.02	
103050101	DB1	25.01.2021 08:00		pH-Wert	7.85	
103050101	DB1	25.01.2021 08:00		pH-Wert	7.87	
103050208	DB2	13.12.2021 08:00		Salzgehalt	7.2	PSU
103050101	DB1	13.12.2021 08:00		Salzgehalt	7.6	PSU
103050603	DB6	13.12.2021 08:00		Salzgehalt	5.6	PSU
103059085	KB90	19.01.2022 08:00	Grundnähe	Salzgehalt	10.8	PSU
103059085	KB90	19.01.2022 08:00		Salzgehalt	10.8	PSU
103070503	GS	19.01.2022 08:00	Grundnähe	Salzgehalt	11.5	PSU
103070503	GS	19.01.2022 08:00		Salzgehalt	11.5	PSU
109016609	S66	13.01.2022 08:00		Salzgehalt	8.3	PSU
112391004	RB10	19.01.2022 08:00	Grundnähe	Salzgehalt	8.3	PSU
112391004	RB10	19.01.2022 08:00		Salzgehalt	8.3	PSU
112390909	RB9	19.01.2022 08:00	Grundnähe	Salzgehalt	8.4	PSU
112390909	RB9	19.01.2022 08:00		Salzgehalt	8.4	PSU
112280603	RB6	19.01.2022 08:00		Salzgehalt	8.8	PSU
111034806	P48	25.01.2022 08:00		Salzgehalt	2.5	PSU
111034208	P42	25.01.2022 08:00	Grundnähe	Salzgehalt	4.5	PSU
111034208	P42	25.01.2022 08:00		Salzgehalt	4.6	PSU
111032085	P20	25.01.2022 08:00	Grundnähe	Salzgehalt	4.8	PSU
111032085	P20	25.01.2022 08:00		Salzgehalt	4.8	PSU
111030108	AW1	25.01.2022 08:00		Salzgehalt	2.5	PSU
111071308	O133	12.01.2022 08:00	Grundnähe	Salzgehalt	7.7	PSU
111071308	O133	12.01.2022 08:00		Salzgehalt	7.4	PSU
105010701	GB7	11.01.2022 08:00	Grundnähe	Salzgehalt	7.6	PSU
105010701	GB7	11.01.2022 08:00		Salzgehalt	7.6	PSU
105010306	GB3	11.01.2022 08:00	Grundnähe	Salzgehalt	7.6	PSU
105010306	GB3	11.01.2022 08:00		Salzgehalt	7.6	PSU
105010285	GB2	11.01.2022 08:00	Grundnähe	Salzgehalt	7.5	PSU
105010285	GB2	11.01.2022 08:00		Salzgehalt	7.5	PSU
105011907	GB19	13.01.2022 08:00	Grundnähe	Salzgehalt	7.6	PSU
105011907	GB19	13.01.2022 08:00		Salzgehalt	7.6	PSU
111021001	GB10	13.01.2022 08:00	Grundnähe	Salzgehalt	7.3	PSU
111021001	GB10	13.01.2022 08:00		Salzgehalt	3.2	PSU
103051606	DB16	11.01.2022 08:00		Salzgehalt	3.8	PSU
103051008	DB10	11.01.2022 08:00	Grundnähe	Salzgehalt	5.1	PSU
103051008	DB10	11.01.2022 08:00		Salzgehalt	5.1	PSU
103050603	DB6	10.01.2022 08:00		Salzgehalt	5.8	PSU
103050208	DB2	10.01.2022 08:00		Salzgehalt	7.4	PSU
103050101	DB1	10.01.2022 08:00		Salzgehalt	8.6	PSU
112190309	RB3	18.01.2022 08:00	Grundnähe	Salzgehalt	10.3	PSU
112190309	RB3	18.01.2022 08:00		Salzgehalt	10.3	PSU
105010701	GB7	23.08.2021 08:00	Grundnähe	Salzgehalt	7.7	PSU
105010701	GB7	23.08.2021 08:00		Salzgehalt	7.7	PSU
105010306	GB3	23.08.2021 08:00		Salzgehalt	7.6	PSU
105010285	GB2	23.08.2021 08:00	Grundnähe	Salzgehalt	7.7	PSU
105010285	GB2	23.08.2021 08:00		Salzgehalt	7.7	PSU
111021001	GB10	24.08.2021 08:00	Grundnähe	Salzgehalt	7.6	PSU
111021001	GB10	24.08.2021 08:00		Salzgehalt	7.6	PSU
105010306	GB3	23.08.2021 08:00	Grundnähe	Salzgehalt	7.6	PSU
112391500	RB15	26.08.2021 08:00		Salzgehalt	6.7	PSU
112391500	RB15	22.07.2021 08:00		Salzgehalt	6.3	PSU
112391500	RB15	21.06.2021 08:00		Salzgehalt	6.4	PSU
112391500	RB15	20.05.2021 08:00		Salzgehalt	6.1	PSU
112391500	RB15	15.04.2021 08:00		Salzgehalt	6	PSU
112391500	RB15	29.03.2021 08:00		Salzgehalt	6	PSU
112391500	RB15	25.02.2021 08:00		Salzgehalt	5.9	PSU
112391500	RB15	18.01.2021 08:00		Salzgehalt	6.3	PSU
112190202	RB2	14.12.2021 08:00		Salzgehalt	8	PSU
112400185	RB1	14.12.2021 08:00		Salzgehalt	8	PSU
112190202	RB2	16.11.2021 08:00		Salzgehalt	10.1	PSU
112400185	RB1	16.11.2021 08:00		Salzgehalt	10.1	PSU
112190202	RB2	25.10.2021 08:00		Salzgehalt	8.9	PSU
112400185	RB1	25.10.2021 08:00		Salzgehalt	8.9	PSU
112190202	RB2	13.09.2021 08:00		Salzgehalt	9.4	PSU
112400185	RB1	13.09.2021 08:00		Salzgehalt	9.5	PSU
112190202	RB2	23.08.2021 08:00		Salzgehalt	9.2	PSU
112400185	RB1	23.08.2021 08:00		Salzgehalt	9.2	PSU
112190202	RB2	19.07.2021 08:00		Salzgehalt	8.6	PSU
112400185	RB1	19.07.2021 08:00		Salzgehalt	8.6	PSU
112190202	RB2	07.06.2021 08:00		Salzgehalt	9.9	PSU
112400185	RB1	07.06.2021 08:00		Salzgehalt	9.9	PSU
112190202	RB2	17.05.2021 08:00		Salzgehalt	9.4	PSU
112400185	RB1	17.05.2021 08:00		Salzgehalt	9.4	PSU
112190202	RB2	26.04.2021 08:00		Salzgehalt	9	PSU
112400185	RB1	26.04.2021 08:00		Salzgehalt	9.1	PSU
112190202	RB2	22.03.2021 08:00		Salzgehalt	9.1	PSU
112400185	RB1	22.03.2021 08:00		Salzgehalt	9.2	PSU
112190202	RB2	27.01.2021 08:00		Salzgehalt	7.7	PSU
112400185	RB1	27.01.2021 08:00		Salzgehalt	7.8	PSU
111034806	P48	15.12.2021 08:00		Salzgehalt	1.6	PSU
111034208	P42	15.12.2021 08:00	Grundnähe	Salzgehalt	2.4	PSU
111034208	P42	15.12.2021 08:00		Salzgehalt	2.4	PSU
111032085	P20	15.12.2021 08:00	Grundnähe	Salzgehalt	2.4	PSU
111032085	P20	15.12.2021 08:00		Salzgehalt	2.4	PSU
111030108	AW1	15.12.2021 08:00		Salzgehalt	1.6	PSU
111034806	P48	17.11.2021 08:00		Salzgehalt	2.2	PSU
111034208	P42	17.11.2021 08:00	Grundnähe	Salzgehalt	2.4	PSU
111034208	P42	17.11.2021 08:00		Salzgehalt	2.4	PSU
